is_bug_fix,revisionNo,message
0,1443,"Add bulk scan mode with preference (and rearrange prefs a bit). Reorder mainstrings file, add new pref string and remove probably-incorrect ellipses fromAsian language translations Modified : /trunk/android/res/values-ar/strings.xml Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-ja-rJP/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values-zh-rCN/strings.xml Modified : /trunk/android/res/values-zh-rTW/strings.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/res/xml/preferences.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java Modified : /trunk/android/src/com/google/zxing/client/android/PreferencesActivity.java "
0,1444,[iphone] updated README to clearly advise to make .mm files whenever includingfiles from ZXing Modified : /trunk/iphone/README 
0,1445,Issues 155.2 -- add %f for format Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/src/com/google/zxing/client/android/result/ISBNResultHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ProductResultHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ResultHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ResultHandlerFactory.java Modified : /trunk/android/src/com/google/zxing/client/android/result/TextResultHandler.java 
0,1446,Edited wiki page through web user interface. Modified : /wiki/ScanningFromWebPages.wiki 
0,1447,- Made sure barcode scanning always restarts when the activity is resumed.- Fixed a potential ANR - we can never sleep on the main thread.- Bumped the version number.- Minor cleanup and 100 columns fixes. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivityHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/camera/CameraConfigurationManager.java 
0,1448,"[iphone][ZXingWidgetController] delegate API changed to conform to standarddelagate APIs, bug fixed regarding status bar displaying upon success ofscanning Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.h Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.m "
0,1449,[iphone][ScanTest] updated after update of ZingWidgetController Modified : /trunk/iphone/ScanTest/Classes/RootViewController.h Modified : /trunk/iphone/ScanTest/Classes/RootViewController.mm Modified : /trunk/iphone/ScanTest/ScanTest.xcodeproj/project.pbxproj 
1,1450,Danish fixes from rasmussch Modified : /trunk/android/res/values-da/strings.xml 
0,1451,Blacklist Evo too for camera issue Modified : /trunk/android/src/com/google/zxing/client/android/HelpActivity.java 
0,1452,Remove use of methods not in J2ME Modified : /trunk/core/src/com/google/zxing/oned/rss/expanded/BitArrayBuilder.java Modified : /trunk/core/src/com/google/zxing/oned/rss/expanded/RSSExpandedReader.java 
0,1453,Do not broadcast the intent Modified : /trunk/android/AndroidManifest.xml 
0,1454,Fixing some issues in C++ port regarding 1D barcode readers Modified : /trunk/cpp/core/src/zxing/LuminanceSource.cpp Modified : /trunk/cpp/core/src/zxing/LuminanceSource.h Modified : /trunk/cpp/core/src/zxing/oned/Code128Reader.cpp Modified : /trunk/cpp/core/src/zxing/oned/Code128Reader.h Modified : /trunk/cpp/core/src/zxing/oned/ITFReader.cpp Modified : /trunk/cpp/core/src/zxing/oned/ITFReader.h Modified : /trunk/cpp/core/src/zxing/oned/OneDReader.cpp Modified : /trunk/cpp/core/src/zxing/oned/OneDReader.h Modified : /trunk/cpp/core/src/zxing/oned/UPCEANReader.cpp Modified : /trunk/cpp/core/src/zxing/oned/UPCEANReader.h 
0,1455,"1. Instead of killing the activity when done, load up a URL in a browserinstead.2. More error checking:   a. Missing SSID   b. Incorrect network type (hey, it's just a string, and the user could getcreative)TODOs:1. Localize the strings this is introducing.2. Errors not handled:   a. Tell if network not found.   b. Incorrect SSID codes still crash the app:WIFI:S:winders;T:WPA;P:secret;badjunk;;   c. For an open network, giving a password crashes:WIFI:S:winders;T:nopass;P:secret;;3. When connected, it should say, &quot;Connected to &lt;ssid&gt;&quot;. Modified : /trunk/android/src/com/google/zxing/client/android/wifi/ConnectedReceiver.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/Killer.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java "
0,1456,"1. Set up all strings in res/*/strings.xml rather than as string   literals.2. Using a very handy script for this purpose, and checking it   into utils/ since it saved me some headache.3. Turned tabs -&gt; spaces for WifiResultHandler.4. Better error handling on network types: look for exact matches   rather than substrings. Modified : /trunk/android/res/values-ar/strings.xml Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-ja-rJP/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values-zh-rCN/strings.xml Modified : /trunk/android/res/values-zh-rTW/strings.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/src/com/google/zxing/client/android/result/WifiResultHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java Added : /trunk/android/utils Added : /trunk/android/utils/translate.py "
0,1457,Small style things Modified : /trunk/android/src/com/google/zxing/client/android/result/WifiResultHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/ConnectedReceiver.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java 
0,1458,Edited wiki page through web user interface. Modified : /wiki/FrequentlyAskedQuestions.wiki 
0,1459,Change another string to a resource. Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java 
0,1460,"Connected, turned into a resource Modified : /trunk/android/res/values-ar/strings.xml Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-ja-rJP/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values-zh-rCN/strings.xml Modified : /trunk/android/res/values-zh-rTW/strings.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/src/com/google/zxing/client/android/wifi/ConnectedReceiver.java "
1,1461,"[cpp] added const qualifiers that had been removed (accidentaly\?) toLuminanceSourse pure virtual methods. Fixed build problem of ScanTest. Pleasecheck that ScanTest builds if you revert this, it will consist of removing constqualifyers to implementation these methods in sublass of LuminancesSource Modified : /trunk/cpp/core/src/zxing/LuminanceSource.h "
0,1462,Edited wiki page through web user interface. Modified : /wiki/BarcodeContents.wiki 
0,1463,"On the way to deploy new verison, add favicon Modified : /trunk/zxing.appspot.com/app.yaml Added : /trunk/zxing.appspot.com/static/favicon.ico Added : /trunk/zxingorg/web/favicon.ico "
0,1464,- Bumped version to 3.4 beta 1.- Fixed two crashes on low DPI devices because of missing/stale views in layout-ldpi/capture.xml.- Added support for apps on SD card on Froyo.- Updated SDK to 8.- Tweaked some font sizes.- Updated the What's New page. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/assets/html/whatsnew.html Modified : /trunk/android/build.xml Modified : /trunk/android/default.properties Modified : /trunk/android/res/layout-land/encode.xml Modified : /trunk/android/res/layout-land/share.xml Modified : /trunk/android/res/layout-ldpi/capture.xml Modified : /trunk/android/res/layout/encode.xml Modified : /trunk/android/res/layout/share.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java 
0,1465,Added two missing authors. Modified : /trunk/AUTHORS 
0,1466,"Make sure cancel is handled properly in a few cases, where app must exit afterdialog Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java Added : /trunk/android/src/com/google/zxing/client/android/FinishListener.java Modified : /trunk/android/src/com/google/zxing/client/android/encode/EncodeActivity.java "
1,1467,"Maybe solve <a title=""Android fails to build - revision 1466"" class=closed_ref href=""/p/zxing/issues/detail?id=465""> issue 465 </a> simply: add an empty libs directory Added : /trunk/android/libs "
0,1468,"Bug Fix:When a 64 bit hex password is entered, wpa_supplicant fails with theerror: &quot;wpa_supplicant (pid) Line 0: Invalid passphrase length 64 (expected:  8..63)&quot;The fix is to not quote 64 char long hexadecimal passwords.  Testeddd-wrt on a 64 char hex password. Modified : /trunk/android/src/com/google/zxing/client/android/wifi/NetworkUtil.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java "
0,1469,"Removed some commented code, and general code cleanup.  Turned manyvariables into finals.  Change the UI to display network name and typemore clearly. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/res/values-ar/strings.xml Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-ja-rJP/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values-zh-rCN/strings.xml Modified : /trunk/android/res/values-zh-rTW/strings.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/src/com/google/zxing/client/android/result/WifiResultHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/ConnectedReceiver.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/NetworkUtil.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java "
0,1470,"Some error checking put in. When a new network is created and theconnection fails, an alert message is displayed, and connectionattempts cease.  Retrying with a correct barcode works.  Not perfectyet, but in my testing I have found this version much better than theprevious setup: at least errors are detected and the user is informed. Modified : /trunk/android/res/values-ar/strings.xml Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-ja-rJP/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values-zh-rCN/strings.xml Modified : /trunk/android/res/values-zh-rTW/strings.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/src/com/google/zxing/client/android/result/WifiResultHandler.java Deleted : /trunk/android/src/com/google/zxing/client/android/wifi/ConnectedReceiver.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/NetworkUtil.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java "
0,1471,"Renamed the receiver, but forgot in the previous commit. Added : /trunk/android/src/com/google/zxing/client/android/wifi/WifiReceiver.java "
1,1472,"Fixed C++ port's handling of reversed barcodes: - BitArray.reverse() was inverting, not reversing, bits. - OneDReader wasn't reversing x coordinates of the result points. - OneDReader wasn't catching Binarizer exceptions properly.<a title=""Reversing is broken in C++ port"" class=closed_ref href=""/p/zxing/issues/detail?id=470""> Issue 470 </a> can be closed by this. Modified : /trunk/cpp/core/src/zxing/common/BitArray.cpp Modified : /trunk/cpp/core/src/zxing/oned/OneDReader.cpp "
1,1473,C++ port Binarizer and BinaryBitmap weren't caching rows correctly. Modified : /trunk/cpp/core/src/zxing/Binarizer.cpp Modified : /trunk/cpp/core/src/zxing/Binarizer.h Modified : /trunk/cpp/core/src/zxing/BinaryBitmap.cpp Modified : /trunk/cpp/core/src/zxing/BinaryBitmap.h 
0,1474,"Fixed: pause -&gt; onPause, resume -&gt; onResumeMake sure the ssid we are connected to is not null.  This happens whena network has been updated/removed while we are still connected to it.Make errorCount an instance variable. Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiReceiver.java "
